Runde,Dato,Dag,Tid,Hjemmelag,Hjemme,Borte,Bortelag,Bane,Kampnr,Sesong
3,28-03-2010,søndag,18:00:00,Odd,4,1,Haugesund,Skagerak Arena,99120001023,2010
3,28-03-2010,søndag,20:00:00,Vålerenga,0,0,Rosenborg,Ullevaal Stadion,99120001022,2010
3,29-03-2010,mandag,19:00:00,Brann,3,2,Sandefjord,Brann stadion,99120001019,2010
4,05-04-2010,mandag,00:00:00,Haugesund,5,1,Hønefoss,Haugesund stadion,99120001032,2010
4,05-04-2010,mandag,16:00:00,Start,5,3,Vålerenga,Sparebanken Sør Arena,99120001026,2010
4,05-04-2010,mandag,16:00:00,Kongsvinger,1,2,Aalesund,Gjemselund 1 kunstgress,99120001031,2010
4,05-04-2010,mandag,18:00:00,Stabæk,0,1,Tromsø,Ullevaal Stadion,99120001027,2010
4,05-04-2010,mandag,18:00:00,Rosenborg,3,0,Strømsgodset,Lerkendal stadion,99120001029,2010
4,05-04-2010,mandag,18:00:00,Sandefjord,1,1,Odd,Komplett Arena,99120001025,2010
4,05-04-2010,mandag,18:00:00,Viking,0,0,Lillestrøm,SR-Bank Arena,99120001028,2010
4,05-04-2010,mandag,20:00:00,Molde,3,2,Brann,Aker stadion,99120001030,2010
5,10-04-2010,lørdag,17:00:00,Lillestrøm,0,0,Stabæk,Åråsen stadion,99120001033,2010
5,11-04-2010,søndag,18:00:00,Brann,3,4,Start,Brann stadion,99120001034,2010
5,11-04-2010,søndag,18:00:00,Aalesund,3,1,Viking,Color Line Stadion,99120001040,2010
5,11-04-2010,søndag,18:00:00,Strømsgodset,4,2,Sandefjord,Marienlyst stadion,99120001035,2010
5,11-04-2010,søndag,18:00:00,Hønefoss,1,2,Kongsvinger,Aka Arena,99120001037,2010
5,11-04-2010,søndag,18:00:00,Tromsø,2,0,Haugesund,Alfheim stadion,99120001036,2010
5,11-04-2010,søndag,20:00:00,Odd,1,3,Rosenborg,Skagerak Arena,99120001039,2010
5,12-04-2010,mandag,19:00:00,Vålerenga,2,1,Molde,Ullevaal Stadion,99120001038,2010
6,14-04-2010,onsdag,19:00:00,Viking,1,1,Tromsø,SR-Bank Arena,99120001044,2010
6,14-04-2010,onsdag,19:00:00,Start,1,1,Odd,Sparebanken Sør Arena,99120001042,2010
6,14-04-2010,onsdag,19:00:00,Haugesund,2,1,Aalesund,Haugesund stadion,99120001048,2010
6,14-04-2010,onsdag,19:00:00,Kongsvinger,0,0,Lillestrøm,Gjemselund 1 kunstgress,99120001047,2010
6,14-04-2010,onsdag,20:00:00,Rosenborg,3,0,Brann,Lerkendal stadion,99120001045,2010
6,15-04-2010,torsdag,18:00:00,Molde,3,2,Strømsgodset,Aker stadion,99120001046,2010
6,15-04-2010,torsdag,20:00:00,Sandefjord,0,1,Vålerenga,Komplett Arena,99120001041,2010
6,21-04-2010,onsdag,19:00:00,Stabæk,0,1,Hønefoss,Ullevaal Stadion,99120001043,2010
7,17-04-2010,lørdag,17:00:00,Hønefoss,0,1,Viking,Aka Arena,99120001054,2010
7,18-04-2010,søndag,18:00:00,Lillestrøm,1,1,Haugesund,Åråsen stadion,99120001049,2010
7,18-04-2010,søndag,18:00:00,Strømsgodset,3,1,Start,Marienlyst stadion,99120001052,2010
7,18-04-2010,søndag,18:00:00,Odd,1,1,Molde,Skagerak Arena,99120001055,2010
7,18-04-2010,søndag,18:00:00,Stabæk,4,2,Kongsvinger,Telenor Arena,99120001050,2010
7,18-04-2010,søndag,20:00:00,Brann,1,1,Vålerenga,Brann stadion,99120001051,2010
7,19-04-2010,mandag,19:00:00,Aalesund,1,1,Rosenborg,Color Line Stadion,99120001056,2010
7,21-04-2010,onsdag,19:00:00,Tromsø,2,1,Sandefjord,Alfheim stadion,99120001053,2010
8,24-04-2010,lørdag,17:00:00,Viking,2,0,Stabæk,SR-Bank Arena,99120001060,2010
8,25-04-2010,søndag,18:00:00,Haugesund,3,0,Kongsvinger,Haugesund stadion,99120001064,2010
8,25-04-2010,søndag,18:00:00,Brann,4,0,Strømsgodset,Brann stadion,99120001059,2010
8,25-04-2010,søndag,18:00:00,Start,2,0,Hønefoss,Sparebanken Sør Arena,99120001058,2010
8,25-04-2010,søndag,18:00:00,Sandefjord,0,1,Aalesund,Komplett Arena,99120001057,2010
8,25-04-2010,søndag,18:00:00,Vålerenga,6,1,Odd,Ullevaal Stadion,99120001063,2010
8,25-04-2010,søndag,20:00:00,Rosenborg,0,0,Lillestrøm,Lerkendal stadion,99120001061,2010
8,26-04-2010,mandag,19:00:00,Molde,2,3,Tromsø,Aker stadion,99120001062,2010
9,01-05-2010,lørdag,00:00:00,Strømsgodset,1,0,Vålerenga,Marienlyst stadion,99120001067,2010
9,02-05-2010,søndag,18:00:00,Hønefoss,1,1,Molde,Aka Arena,99120001069,2010
9,02-05-2010,søndag,18:00:00,Odd,0,0,Brann,Skagerak Arena,99120001071,2010
9,02-05-2010,søndag,18:00:00,Lillestrøm,4,0,Sandefjord,Åråsen stadion,99120001065,2010
9,02-05-2010,søndag,18:00:00,Stabæk,0,0,Haugesund,Ullevaal Stadion,99120001066,2010
9,02-05-2010,søndag,18:00:00,Kongsvinger,1,1,Viking,Gjemselund 1 kunstgress,99120001070,2010
9,02-05-2010,søndag,20:00:00,Tromsø,0,0,Rosenborg,Alfheim stadion,99120001068,2010
9,03-05-2010,mandag,19:00:00,Aalesund,2,0,Start,Color Line Stadion,99120001072,2010
10,05-05-2010,onsdag,19:00:00,Brann,0,1,Tromsø,Brann stadion,99120001075,2010
10,05-05-2010,onsdag,19:00:00,Rosenborg,2,0,Stabæk,Lerkendal stadion,99120001078,2010
10,05-05-2010,onsdag,19:00:00,Sandefjord,0,1,Kongsvinger,Komplett Arena,99120001073,2010
10,05-05-2010,onsdag,19:00:00,Viking,1,0,Haugesund,SR-Bank Arena,99120001077,2010
10,05-05-2010,onsdag,19:00:00,Strømsgodset,0,4,Odd,Marienlyst stadion,99120001076,2010
10,05-05-2010,onsdag,19:00:00,Vålerenga,0,0,Hønefoss,Ullevaal Stadion,99120001080,2010
10,06-05-2010,torsdag,18:00:00,Start,2,3,Lillestrøm,Sparebanken Sør Arena,99120001074,2010
10,06-05-2010,torsdag,20:00:00,Molde,2,1,Aalesund,Aker stadion,99120001079,2010
11,08-05-2010,lørdag,17:00:00,Kongsvinger,1,2,Vålerenga,Gjemselund 1 kunstgress,99120001086,2010
11,09-05-2010,søndag,18:00:00,Aalesund,2,3,Odd,Color Line Stadion,99120001088,2010
11,09-05-2010,søndag,18:00:00,Lillestrøm,3,1,Strømsgodset,Åråsen stadion,99120001081,2010
11,09-05-2010,søndag,18:00:00,Tromsø,1,0,Start,Alfheim stadion,99120001084,2010
11,09-05-2010,søndag,18:00:00,Haugesund,0,0,Rosenborg,Haugesund stadion,99120001087,2010
11,09-05-2010,søndag,18:00:00,Hønefoss,1,0,Sandefjord,Aka Arena,99120001085,2010
11,09-05-2010,søndag,20:00:00,Stabæk,2,1,Brann,Ullevaal Stadion,99120001082,2010
11,10-05-2010,mandag,19:00:00,Viking,4,1,Molde,SR-Bank Arena,99120001083,2010
12,16-05-2010,søndag,16:00:00,Molde,2,1,Haugesund,Aker stadion,99120001094,2010
12,16-05-2010,søndag,16:00:00,Vålerenga,3,0,Aalesund,Ullevaal Stadion,99120001095,2010
12,16-05-2010,søndag,18:00:00,Odd,1,1,Tromsø,Skagerak Arena,99120001096,2010
12,16-05-2010,søndag,18:00:00,Start,3,0,Kongsvinger,Sparebanken Sør Arena,99120001090,2010
12,16-05-2010,søndag,18:00:00,Sandefjord,0,0,Viking,Komplett Arena,99120001089,2010
12,16-05-2010,søndag,18:00:00,Rosenborg,3,0,Hønefoss,Lerkendal stadion,99120001093,2010
12,16-05-2010,søndag,18:00:00,Strømsgodset,1,3,Stabæk,Marienlyst stadion,99120001092,2010
12,16-05-2010,søndag,20:00:00,Brann,1,1,Lillestrøm,Brann stadion,99120001091,2010
13,24-05-2010,mandag,16:00:00,Stabæk,3,0,Start,Ullevaal Stadion,99120001098,2010
13,24-05-2010,mandag,18:00:00,Haugesund,2,0,Sandefjord,Haugesund stadion,99120001103,2010
13,24-05-2010,mandag,18:00:00,Hønefoss,2,0,Brann,Aka Arena,99120001101,2010
13,24-05-2010,mandag,18:00:00,Aalesund,3,1,Strømsgodset,Color Line Stadion,99120001104,2010
13,24-05-2010,mandag,18:00:00,Tromsø,2,1,Vålerenga,Alfheim stadion,99120001100,2010
13,24-05-2010,mandag,18:00:00,Kongsvinger,3,1,Molde,Gjemselund 1 kunstgress,99120001102,2010
13,24-05-2010,mandag,20:00:00,Viking,1,2,Rosenborg,SR-Bank Arena,99120001099,2010
13,25-05-2010,tirsdag,19:00:00,Lillestrøm,2,2,Odd,Åråsen stadion,99120001097,2010
14,05-06-2010,lørdag,17:00:00,Strømsgodset,2,1,Tromsø,Marienlyst stadion,99120001108,2010
14,06-06-2010,søndag,18:00:00,Molde,3,3,Lillestrøm,Aker stadion,99120001110,2010
14,06-06-2010,søndag,18:00:00,Odd,1,0,Hønefoss,Skagerak Arena,99120001112,2010
14,06-06-2010,søndag,18:00:00,Sandefjord,1,1,Stabæk,Komplett Arena,99120001105,2010
14,06-06-2010,søndag,18:00:00,Vålerenga,5,2,Haugesund,Ullevaal Stadion,99120001111,2010
14,06-06-2010,søndag,18:00:00,Rosenborg,4,0,Kongsvinger,Lerkendal stadion,99120001109,2010
14,06-06-2010,søndag,20:00:00,Brann,2,1,Aalesund,Brann stadion,99120001107,2010
14,07-06-2010,mandag,19:00:00,Start,1,1,Viking,Sparebanken Sør Arena,99120001106,2010
15,03-07-2010,lørdag,18:00:00,Rosenborg,1,0,Sandefjord,Lerkendal stadion,99120001116,2010
15,04-07-2010,søndag,18:00:00,Haugesund,4,2,Start,Haugesund stadion,99120001120,2010
15,04-07-2010,søndag,18:00:00,Kongsvinger,0,3,Brann,Gjemselund 1 kunstgress,99120001119,2010
15,04-07-2010,søndag,18:00:00,Tromsø,0,1,Aalesund,Alfheim stadion,99120001117,2010
15,04-07-2010,søndag,18:00:00,Hønefoss,1,1,Strømsgodset,Aka Arena,99120001118,2010
15,04-07-2010,søndag,18:00:00,Viking,3,1,Odd,SR-Bank Arena,99120001115,2010
15,04-07-2010,søndag,20:00:00,Lillestrøm,1,4,Vålerenga,Åråsen stadion,99120001113,2010
15,05-07-2010,mandag,19:00:00,Stabæk,4,3,Molde,Telenor Arena,99120001114,2010
16,10-07-2010,lørdag,16:00:00,Aalesund,0,0,Molde,Color Line Stadion,99120001128,2010
16,10-07-2010,lørdag,18:00:00,Lillestrøm,1,2,Rosenborg,Åråsen stadion,99120001122,2010
16,10-07-2010,lørdag,18:00:00,Hønefoss,2,2,Tromsø,Aka Arena,99120001124,2010
16,10-07-2010,lørdag,18:00:00,Haugesund,1,1,Brann,Haugesund stadion,99120001126,2010
16,10-07-2010,lørdag,18:00:00,Sandefjord,1,2,Start,Komplett Arena,99120001121,2010
16,10-07-2010,lørdag,18:00:00,Stabæk,2,3,Viking,Telenor Arena,99120001123,2010
16,11-07-2010,søndag,16:00:00,Kongsvinger,0,2,Strømsgodset,Gjemselund 1 kunstgress,99120001125,2010
16,12-07-2010,mandag,19:00:00,Odd,1,2,Vålerenga,Skagerak Arena,99120001127,2010
17,17-07-2010,lørdag,17:00:00,Vålerenga,5,2,Kongsvinger,Ullevaal Stadion,99120001136,2010
17,18-07-2010,søndag,18:00:00,Strømsgodset,2,1,Haugesund,Marienlyst stadion,99120001131,2010
17,18-07-2010,søndag,18:00:00,Molde,0,0,Sandefjord,Aker stadion,99120001135,2010
17,18-07-2010,søndag,18:00:00,Viking,4,0,Hønefoss,SR-Bank Arena,99120001132,2010
17,18-07-2010,søndag,18:00:00,Start,1,0,Aalesund,Sparebanken Sør Arena,99120001129,2010
17,18-07-2010,søndag,18:00:00,Brann,2,2,Stabæk,Brann stadion,99120001130,2010
17,18-07-2010,søndag,20:00:00,Rosenborg,1,1,Odd,Lerkendal stadion,99120001133,2010
17,19-07-2010,mandag,19:00:00,Tromsø,0,0,Lillestrøm,Alfheim stadion,99120001134,2010
18,24-07-2010,lørdag,17:00:00,Aalesund,1,0,Vålerenga,Color Line Stadion,99120001144,2010
18,25-07-2010,søndag,18:00:00,Haugesund,4,0,Viking,Haugesund stadion,99120001142,2010
18,25-07-2010,søndag,18:00:00,Molde,1,2,Start,Aker stadion,99120001139,2010
18,25-07-2010,søndag,18:00:00,Odd,2,0,Strømsgodset,Skagerak Arena,99120001143,2010
18,25-07-2010,søndag,18:00:00,Sandefjord,1,4,Brann,Komplett Arena,99120001137,2010
18,25-07-2010,søndag,18:00:00,Kongsvinger,1,1,Tromsø,Gjemselund 1 kunstgress,99120001141,2010
18,25-07-2010,søndag,20:00:00,Stabæk,1,2,Rosenborg,Telenor Arena,99120001138,2010
18,26-07-2010,mandag,19:00:00,Hønefoss,3,2,Lillestrøm,Aka Arena,99120001140,2010
19,31-07-2010,lørdag,17:00:00,Lillestrøm,2,2,Kongsvinger,Åråsen stadion,99120001145,2010
19,01-08-2010,søndag,18:00:00,Tromsø,3,0,Stabæk,Alfheim stadion,99120001150,2010
19,01-08-2010,søndag,18:00:00,Strømsgodset,3,1,Aalesund,Marienlyst stadion,99120001147,2010
19,01-08-2010,søndag,18:00:00,Rosenborg,4,3,Haugesund,Lerkendal stadion,99120001149,2010
19,01-08-2010,søndag,18:00:00,Viking,0,0,Sandefjord,SR-Bank Arena,99120001148,2010
19,01-08-2010,søndag,18:00:00,Hønefoss,2,1,Odd,Aka Arena,99120001151,2010
19,01-08-2010,søndag,20:00:00,Brann,1,1,Molde,Brann stadion,99120001146,2010
19,02-08-2010,mandag,19:00:00,Vålerenga,8,1,Start,Ullevaal Stadion,99120001152,2010
20,07-08-2010,lørdag,17:00:00,Sandefjord,1,3,Rosenborg,Komplett Arena,99120001153,2010
20,08-08-2010,søndag,18:00:00,Haugesund,2,0,Vålerenga,Haugesund stadion,99120001158,2010
20,08-08-2010,søndag,18:00:00,Kongsvinger,3,3,Hønefoss,Gjemselund 1 kunstgress,99120001157,2010
20,08-08-2010,søndag,18:00:00,Molde,2,2,Viking,Aker stadion,99120001156,2010
20,08-08-2010,søndag,18:00:00,Stabæk,1,2,Strømsgodset,Telenor Arena,99120001155,2010
20,08-08-2010,søndag,18:00:00,Start,3,1,Brann,Sparebanken Sør Arena,99120001154,2010
20,08-08-2010,søndag,20:00:00,Aalesund,2,0,Tromsø,Color Line Stadion,99120001160,2010
20,09-08-2010,mandag,19:00:00,Odd,2,1,Lillestrøm,Skagerak Arena,99120001159,2010
21,21-08-2010,lørdag,17:00:00,Strømsgodset,1,1,Brann,Marienlyst stadion,99120001162,2010
21,22-08-2010,søndag,18:00:00,Kongsvinger,0,1,Haugesund,Gjemselund 1 kunstgress,99120001167,2010
21,22-08-2010,søndag,18:00:00,Tromsø,3,1,Odd,Alfheim stadion,99120001165,2010
21,22-08-2010,søndag,18:00:00,Viking,2,2,Start,SR-Bank Arena,99120001163,2010
21,22-08-2010,søndag,18:00:00,Hønefoss,0,4,Stabæk,Aka Arena,99120001166,2010
21,22-08-2010,søndag,18:00:00,Lillestrøm,1,0,Aalesund,Åråsen stadion,99120001161,2010
21,22-08-2010,søndag,20:00:00,Rosenborg,3,1,Molde,Lerkendal stadion,99120001164,2010
21,23-08-2010,mandag,19:00:00,Vålerenga,3,0,Sandefjord,Ullevaal Stadion,99120001168,2010
22,28-08-2010,lørdag,17:00:00,Haugesund,0,0,Tromsø,Haugesund stadion,99120001174,2010
22,29-08-2010,søndag,18:00:00,Molde,0,1,Vålerenga,Aker stadion,99120001173,2010
22,29-08-2010,søndag,18:00:00,Aalesund,1,3,Hønefoss,Color Line Stadion,99120001176,2010
22,29-08-2010,søndag,18:00:00,Odd,0,0,Kongsvinger,Skagerak Arena,99120001175,2010
22,29-08-2010,søndag,18:00:00,Sandefjord,0,3,Strømsgodset,Komplett Arena,99120001169,2010
22,29-08-2010,søndag,18:00:00,Stabæk,2,1,Lillestrøm,Telenor Arena,99120001171,2010
22,29-08-2010,søndag,20:00:00,Start,2,3,Rosenborg,Sparebanken Sør Arena,99120001170,2010
22,30-08-2010,mandag,19:00:00,Brann,3,3,Viking,Brann stadion,99120001172,2010
23,11-09-2010,lørdag,17:00:00,Tromsø,0,3,Brann,Alfheim stadion,99120001180,2010
23,12-09-2010,søndag,18:00:00,Odd,2,1,Aalesund,Skagerak Arena,99120001184,2010
23,12-09-2010,søndag,18:00:00,Kongsvinger,1,0,Sandefjord,Gjemselund 1 kunstgress,99120001183,2010
23,12-09-2010,søndag,18:00:00,Lillestrøm,3,2,Start,Åråsen stadion,99120001177,2010
23,12-09-2010,søndag,18:00:00,Hønefoss,0,2,Haugesund,Aka Arena,99120001181,2010
23,12-09-2010,søndag,18:00:00,Rosenborg,1,1,Viking,Lerkendal stadion,99120001179,2010
23,12-09-2010,søndag,20:00:00,Vålerenga,3,2,Stabæk,Ullevaal Stadion,99120001182,2010
23,13-09-2010,mandag,19:00:00,Strømsgodset,1,3,Molde,Marienlyst stadion,99120001178,2010
24,18-09-2010,lørdag,17:00:00,Viking,3,4,Vålerenga,SR-Bank Arena,99120001189,2010
24,19-09-2010,søndag,18:00:00,Stabæk,0,3,Odd,Telenor Arena,99120001187,2010
24,19-09-2010,søndag,18:00:00,Start,4,2,Strømsgodset,Sparebanken Sør Arena,99120001186,2010
24,19-09-2010,søndag,18:00:00,Sandefjord,3,5,Tromsø,Komplett Arena,99120001185,2010
24,19-09-2010,søndag,18:00:00,Aalesund,2,0,Kongsvinger,Color Line Stadion,99120001192,2010
24,19-09-2010,søndag,18:00:00,Molde,1,0,Hønefoss,Aker stadion,99120001190,2010
24,19-09-2010,søndag,20:00:00,Brann,2,3,Rosenborg,Brann stadion,99120001188,2010
24,20-09-2010,mandag,19:00:00,Haugesund,3,3,Lillestrøm,Haugesund stadion,99120001191,2010
25,25-09-2010,lørdag,17:00:00,Lillestrøm,1,1,Molde,Åråsen stadion,99120001193,2010
25,26-09-2010,søndag,18:00:00,Strømsgodset,1,1,Rosenborg,Marienlyst stadion,99120001194,2010
25,26-09-2010,søndag,18:00:00,Kongsvinger,1,2,Stabæk,Gjemselund 1 kunstgress,99120001198,2010
25,26-09-2010,søndag,18:00:00,Odd,5,0,Sandefjord,Skagerak Arena,99120001199,2010
25,26-09-2010,søndag,18:00:00,Aalesund,2,1,Haugesund,Color Line Stadion,99120001200,2010
25,26-09-2010,søndag,18:00:00,Tromsø,1,0,Viking,Alfheim stadion,99120001195,2010
25,26-09-2010,søndag,20:00:00,Vålerenga,1,0,Brann,Ullevaal Stadion,99120001197,2010
25,27-09-2010,mandag,19:00:00,Hønefoss,0,0,Start,Aka Arena,99120001196,2010
26,02-10-2010,lørdag,17:00:00,Brann,3,2,Hønefoss,Brann stadion,99120001204,2010
26,03-10-2010,søndag,18:00:00,Haugesund,3,0,Odd,Haugesund stadion,99120001208,2010
26,03-10-2010,søndag,18:00:00,Molde,2,0,Kongsvinger,Aker stadion,99120001207,2010
26,03-10-2010,søndag,18:00:00,Start,1,1,Tromsø,Sparebanken Sør Arena,99120001202,2010
26,03-10-2010,søndag,18:00:00,Stabæk,2,1,Aalesund,Telenor Arena,99120001203,2010
26,03-10-2010,søndag,18:00:00,Sandefjord,0,1,Lillestrøm,Komplett Arena,99120001201,2010
26,03-10-2010,søndag,20:00:00,Rosenborg,3,1,Vålerenga,Lerkendal stadion,99120001206,2010
26,04-10-2010,mandag,19:00:00,Viking,3,1,Strømsgodset,SR-Bank Arena,99120001205,2010
27,16-10-2010,lørdag,17:00:00,Vålerenga,4,1,Strømsgodset,Ullevaal Stadion,99120001212,2010
27,17-10-2010,søndag,18:00:00,Lillestrøm,3,2,Brann,Åråsen stadion,99120001209,2010
27,17-10-2010,søndag,18:00:00,Aalesund,2,2,Sandefjord,Color Line Stadion,99120001216,2010
27,17-10-2010,søndag,18:00:00,Odd,2,1,Viking,Skagerak Arena,99120001215,2010
27,17-10-2010,søndag,18:00:00,Haugesund,2,1,Stabæk,Haugesund stadion,99120001214,2010
27,17-10-2010,søndag,18:00:00,Kongsvinger,3,3,Start,Gjemselund 1 kunstgress,99120001213,2010
27,17-10-2010,søndag,20:00:00,Hønefoss,0,2,Rosenborg,Aka Arena,99120001211,2010
27,18-10-2010,mandag,19:00:00,Tromsø,0,1,Molde,Alfheim stadion,99120001210,2010
28,23-10-2010,lørdag,17:00:00,Vålerenga,2,1,Lillestrøm,Ullevaal Stadion,99120001224,2010
28,24-10-2010,søndag,18:00:00,Viking,1,3,Aalesund,SR-Bank Arena,99120001221,2010
28,24-10-2010,søndag,18:00:00,Start,3,2,Stabæk,Sparebanken Sør Arena,99120001218,2010
28,24-10-2010,søndag,18:00:00,Molde,0,0,Odd,Aker stadion,99120001223,2010
28,24-10-2010,søndag,18:00:00,Strømsgodset,4,1,Hønefoss,Marienlyst stadion,99120001220,2010
28,24-10-2010,søndag,18:00:00,Sandefjord,0,1,Haugesund,Komplett Arena,99120001217,2010
28,24-10-2010,søndag,20:00:00,Rosenborg,1,0,Tromsø,Lerkendal stadion,99120001222,2010
28,25-10-2010,mandag,19:00:00,Brann,3,1,Kongsvinger,Brann stadion,99120001219,2010
29,31-10-2010,søndag,18:00:00,Haugesund,1,2,Molde,Haugesund stadion,99120001230,2010
29,31-10-2010,søndag,18:00:00,Stabæk,2,1,Sandefjord,Telenor Arena,99120001226,2010
29,31-10-2010,søndag,18:00:00,Hønefoss,3,1,Vålerenga,Aka Arena,99120001228,2010
29,31-10-2010,søndag,18:00:00,Kongsvinger,0,0,Rosenborg,Gjemselund 1 kunstgress,99120001229,2010
29,31-10-2010,søndag,18:00:00,Aalesund,3,1,Brann,Color Line Stadion,99120001232,2010
29,31-10-2010,søndag,18:00:00,Lillestrøm,1,1,Viking,Åråsen stadion,99120001225,2010
29,31-10-2010,søndag,18:00:00,Tromsø,2,1,Strømsgodset,Alfheim stadion,99120001227,2010
29,31-10-2010,søndag,18:00:00,Odd,2,1,Start,Skagerak Arena,99120001231,2010
30,07-11-2010,søndag,18:00:00,Viking,3,1,Kongsvinger,SR-Bank Arena,99120001237,2010
30,07-11-2010,søndag,18:00:00,Brann,1,1,Odd,Brann stadion,99120001235,2010
30,07-11-2010,søndag,18:00:00,Sandefjord,6,1,Hønefoss,Komplett Arena,99120001233,2010
30,07-11-2010,søndag,18:00:00,Molde,1,0,Stabæk,Aker stadion,99120001239,2010
30,07-11-2010,søndag,18:00:00,Start,3,3,Haugesund,Sparebanken Sør Arena,99120001234,2010
30,07-11-2010,søndag,18:00:00,Strømsgodset,5,4,Lillestrøm,Marienlyst stadion,99120001236,2010
30,07-11-2010,søndag,18:00:00,Vålerenga,3,0,Tromsø,Ullevaal Stadion,99120001240,2010
30,07-11-2010,søndag,18:00:00,Rosenborg,2,2,Aalesund,Lerkendal stadion,99120001238,2010
1,18-03-2011,fredag,19:00:00,Sarpsborg 08,3,0,Molde,Sarpsborg st KG,99120001006,2011
1,19-03-2011,lørdag,16:00:00,Viking,0,2,Vålerenga,SR-Bank Arena,99120001007,2011
1,20-03-2011,søndag,18:00:00,Tromsø,2,0,Haugesund,Alfheim stadion,99120001002,2011
1,20-03-2011,søndag,18:00:00,Strømsgodset,2,1,Sogndal,Marienlyst stadion,99120001001,2011
1,20-03-2011,søndag,18:00:00,Odd,0,2,Start,Skagerak Arena,99120001005,2011
1,20-03-2011,søndag,18:00:00,Stabæk,0,7,Lillestrøm,Telenor Arena,99120001008,2011
1,20-03-2011,søndag,20:00:00,Brann,2,1,Rosenborg,Brann stadion,99120001004,2011
1,21-03-2011,mandag,19:00:00,Aalesund,1,2,Fredrikstad,Color Line Stadion,99120001003,2011
2,01-04-2011,fredag,19:00:00,Vålerenga,2,0,Aalesund,Ullevaal Stadion,99120001015,2011
2,02-04-2011,lørdag,16:00:00,Fredrikstad,0,1,Viking,Fredrikstad stadion,99120001011,2011
2,03-04-2011,søndag,18:00:00,Haugesund,4,2,Sarpsborg 08,Haugesund stadion,99120001012,2011
2,03-04-2011,søndag,18:00:00,Molde,2,2,Tromsø,Aker stadion,99120001016,2011
2,03-04-2011,søndag,18:00:00,Start,5,1,Strømsgodset,Sparebanken Sør Arena,99120001013,2011
2,03-04-2011,søndag,18:00:00,Sogndal,1,4,Odd,Fosshaugane Campus,99120001009,2011
2,03-04-2011,søndag,20:00:00,Rosenborg,1,2,Stabæk,Lerkendal stadion,99120001010,2011
2,04-04-2011,mandag,19:00:00,Lillestrøm,1,4,Brann,Åråsen stadion,99120001014,2011
3,08-04-2011,fredag,19:00:00,Stabæk,1,0,Vålerenga,Telenor Arena,99120001024,2011
3,09-04-2011,lørdag,16:00:00,Brann,0,1,Fredrikstad,Brann stadion,99120001021,2011
3,10-04-2011,søndag,18:00:00,Tromsø,2,0,Start,Alfheim stadion,99120001019,2011
3,10-04-2011,søndag,18:00:00,Aalesund,1,0,Haugesund,Color Line Stadion,99120001020,2011
3,10-04-2011,søndag,18:00:00,Sarpsborg 08,1,0,Sogndal,Sarpsborg st KG,99120001022,2011
3,10-04-2011,søndag,18:00:00,Strømsgodset,2,0,Odd,Marienlyst stadion,99120001018,2011
3,10-04-2011,søndag,20:00:00,Rosenborg,4,4,Lillestrøm,Lerkendal stadion,99120001017,2011
3,11-04-2011,mandag,19:00:00,Viking,2,2,Molde,SR-Bank Arena,99120001023,2011
4,15-04-2011,fredag,19:00:00,Haugesund,3,3,Brann,Haugesund stadion,99120001028,2011
4,16-04-2011,lørdag,16:00:00,Start,4,0,Viking,Sparebanken Sør Arena,99120001029,2011
4,17-04-2011,søndag,18:00:00,Odd,2,2,Aalesund,Skagerak Arena,99120001030,2011
4,17-04-2011,søndag,18:00:00,Molde,3,2,Stabæk,Aker stadion,99120001032,2011
4,17-04-2011,søndag,18:00:00,Strømsgodset,5,2,Sarpsborg 08,Marienlyst stadion,99120001026,2011
4,17-04-2011,søndag,18:00:00,Sogndal,0,0,Tromsø,Fosshaugane Campus,99120001025,2011
4,17-04-2011,søndag,20:00:00,Vålerenga,1,1,Lillestrøm,Ullevaal Stadion,99120001031,2011
4,18-04-2011,mandag,19:00:00,Fredrikstad,2,0,Rosenborg,Fredrikstad stadion,99120001027,2011
5,25-04-2011,mandag,16:00:00,Lillestrøm,5,0,Haugesund,Åråsen stadion,99120001037,2011
5,25-04-2011,mandag,18:00:00,Stabæk,3,1,Fredrikstad,Telenor Arena,99120001040,2011
5,25-04-2011,mandag,18:00:00,Brann,1,3,Molde,Brann stadion,99120001036,2011
5,25-04-2011,mandag,18:00:00,Viking,0,1,Strømsgodset,SR-Bank Arena,99120001039,2011
5,25-04-2011,mandag,18:00:00,Sarpsborg 08,2,0,Start,Sarpsborg st KG,99120001038,2011
5,25-04-2011,mandag,18:00:00,Tromsø,2,1,Odd,Alfheim stadion,99120001034,2011
5,25-04-2011,mandag,18:00:00,Aalesund,1,0,Sogndal,Color Line Stadion,99120001035,2011
5,25-04-2011,mandag,20:00:00,Rosenborg,2,0,Vålerenga,Lerkendal stadion,99120001033,2011
6,06-05-2011,fredag,19:00:00,Fredrikstad,1,1,Lillestrøm,Fredrikstad stadion,99120001043,2011
6,07-05-2011,lørdag,16:00:00,Vålerenga,0,2,Brann,Ullevaal Stadion,99120001047,2011
